"","batch_2_p_val","batch_2_avg_log2FC","batch_2_pct.1","batch_2_pct.2","batch_2_p_val_adj"
"GNB5",2.70720608954167e-22,2.59855996926871,0.281,0.062,9.12166019810171e-18
"DNAJC10",2.8811213363296e-22,2.17177711899053,0.417,0.145,9.70765023062895e-18
"RP11-126O1.6",3.12320564216754e-22,4.87574234423951,0.116,0.004,1.05233290907193e-17
"SELL",3.24899810411892e-22,1.00207502673917,0.834,0.535,1.09471742120183e-17
"ZAP70",3.26446132515663e-22,-4.02700421559325,0.05,0.41,1.09992759889827e-17
"RPL18",3.88625110048023e-22,0.416819579969334,1,0.998,1.30943344579581e-17
"S100A8",5.9936247781424e-22,-9.42511129807833,0.015,0.364,2.0194919327473e-17
"ARID5B",6.72363600955914e-22,2.20865676811065,0.392,0.125,2.26546191706086e-17
"SLC38A11",9.45581427889983e-22,8.07410132052872,0.09,0,3.18604206313251e-17
"RP11-164H13.1",9.45581427889983e-22,8.26908077797147,0.09,0,3.18604206313251e-17
"LAT2",1.09565305666792e-21,1.47524774487128,0.608,0.31,3.69169340913689e-17
"TSC22D3",1.21036427368484e-21,0.972748726625261,0.95,0.846,4.0782013837537e-17
"PIP5K1B",1.2907829487159e-21,3.2898528069392,0.206,0.032,4.34916406740336e-17
"PRKCH",1.33548014377748e-21,-4.78653198457681,0.035,0.38,4.49976679644384e-17
"EBLN3",1.52647689122537e-21,1.6305679315543,0.543,0.245,5.14331123729475e-17
"NXPH4",1.84972176584106e-21,7.58794088509987,0.095,0.001,6.23245251782487e-17
"C12orf42",1.87750798022018e-21,3.73060128322093,0.156,0.015,6.32607538855389e-17
"CD2",2.11013488092734e-21,-4.67785972627787,0.025,0.37,7.10988846779656e-17
"MARCH3",2.28508636459762e-21,2.25428338955914,0.337,0.094,7.69936999687524e-17
"ABI3",2.44014369655638e-21,-4.16683676670864,0.03,0.379,8.22182017117708e-17
"CR2",2.60494821049891e-21,4.76058779308316,0.121,0.006,8.77711250045502e-17
"PTPRE",3.060679579764e-21,-4.51576510112037,0.02,0.366,1.03126537760568e-16
"CSTA",3.14926589414432e-21,-8.21923029438439,0,0.336,1.06111365037299e-16
"CD4",3.57139399379399e-21,-6.78972488484259,0.005,0.341,1.20334549226895e-16
"IGSF6",4.47219194303156e-21,-8.26414112563142,0,0.334,1.50686035328505e-16
"RPS11",4.89381081905437e-21,0.552453944736019,0.985,0.945,1.64892061737218e-16
"C11orf80",4.90665967574899e-21,3.29983161039684,0.171,0.02,1.65324991114687e-16
"NFKBIZ",4.93522070200662e-21,-1.76541126433954,0.377,0.69,1.66287326333411e-16
"CX3CR1",8.98812976463837e-21,-8.01082690963061,0,0.33,3.02846044289725e-16
"RHOH",9.84240972708346e-21,1.30982520654083,0.638,0.304,3.3163015334435e-16
"RCSD1",9.91493732068668e-21,1.11981005174385,0.809,0.595,3.34073898083217e-16
"RPS27",9.99423735132651e-21,0.470280440084853,1,0.999,3.36745833315596e-16
"UPP1",1.08988511748255e-20,-3.82966558041436,0.03,0.372,3.6722589148457e-16
"PLD4",1.34495606637272e-20,2.74068973757281,0.317,0.091,4.53169497003624e-16
"IL7R",1.35133073777778e-20,-4.62281557338258,0.05,0.386,4.55317378786845e-16
"CDK14",1.60144326421961e-20,4.16651554829279,0.151,0.015,5.39590293446156e-16
"ATP2A3",1.66774888516413e-20,1.50593009643467,0.568,0.263,5.61931309367202e-16
"NOSIP",1.71250474122416e-20,-2.17304701277495,0.226,0.574,5.77011347508068e-16
"CMTM3",2.22955127280947e-20,-4.00701277276893,0.03,0.367,7.51225005860424e-16
"CKLF",2.60914299343431e-20,-2.17006351026126,0.131,0.497,8.79124640207755e-16
"RHOG",2.71402715850276e-20,-1.58318121561398,0.342,0.66,9.14464310785919e-16
"CST7",2.86665429459938e-20,-7.47516395919713,0.005,0.33,9.65890498022315e-16
"ANXA2",3.56889518199456e-20,-2.19839494448532,0.256,0.566,1.20250354262125e-15
"LCP1",4.69870672170672e-20,-1.0737679349391,0.724,0.843,1.58318224281186e-15
"SEPW1",5.73174916730809e-20,-1.52027598160985,0.302,0.643,1.93125556443279e-15
"AAK1",5.96778954422397e-20,-4.21460772380568,0.045,0.371,2.01078700903083e-15
"ODC1",6.5290490856464e-20,1.24703330721433,0.693,0.394,2.1998977989177e-15
"PPM1K",7.31608310540623e-20,1.70744684933645,0.482,0.195,2.46508104153558e-15
"LINC01215",7.48000343285044e-20,3.12090320155185,0.196,0.032,2.52031235666463e-15
"TMA7",8.49789895971452e-20,-0.671688822996547,0.869,0.954,2.86328207548621e-15
"GPR160",8.70255632950262e-20,3.41460967732076,0.131,0.01,2.93223932966261e-15
"TMED8",9.14395741691966e-20,2.49017784775945,0.241,0.05,3.08096501205691e-15
"IL10RA",1.17530831332857e-19,-1.60496070588079,0.226,0.588,3.9600838309293e-15
"CPVL",1.40242377522044e-19,-8.35328710952521,0,0.314,4.72532666822775e-15
"GZMA",1.47037316142049e-19,-7.83127745264454,0.005,0.32,4.95427533009022e-15
"FYN",1.60833770916095e-19,-2.65043570572487,0.106,0.45,5.41913307724692e-15
"GAPT",1.64556056116503e-19,1.99964295367548,0.367,0.123,5.54455175478945e-15
"KCNH8",1.76419568917067e-19,8.01883644935906,0.08,0,5.94428095509167e-15
"DSP",1.76419568917067e-19,7.68676725291558,0.08,0,5.94428095509167e-15
"RP11-142C4.6",1.76419568917067e-19,7.58272452139026,0.08,0,5.94428095509167e-15
"DGKZ",2.53322070538934e-19,-2.79867317304444,0.09,0.429,8.53543384473884e-15
"PLAUR",3.26202804808165e-19,-7.87807929492754,0,0.309,1.09910773052063e-14
"AMN1",3.29172055480231e-19,2.80242624532746,0.211,0.039,1.10911232373509e-14
"GLIPR2",3.36089978820482e-19,-2.54827966669884,0.101,0.44,1.13242157463773e-14
"CNTNAP2",3.5455380135852e-19,6.40279053226764,0.085,0.001,1.1946335782974e-14
"RNF213",3.63969417732468e-19,-1.60328557012387,0.302,0.635,1.22635855610778e-14
"ZNF318",3.72278696137498e-19,2.54414019280826,0.296,0.082,1.25435583876569e-14
"MT-ND4L",3.78568728793494e-19,0.408675470985336,1,0.997,1.2755494747968e-14
"IGLV1-40",3.97325723084177e-19,9.97720052266128,0.111,0.006,1.33874929135983e-14
"LILRB2",4.0725858779042e-19,-6.00284662550281,0.01,0.321,1.37221708570104e-14
"ITPR1",4.23291200561042e-19,2.06519114860358,0.362,0.123,1.42623737117038e-14
"ARPC2",4.44536461836734e-19,-0.800671916667663,0.874,0.926,1.49782115451269e-14
"CD68",4.6222296493385e-19,-4.81887568032992,0.06,0.371,1.55741405804811e-14
"RP11-16E12.2",5.1648906331267e-19,5.76874718885948,0.09,0.002,1.74025824992571e-14
"KLRB1",5.35827207567826e-19,-5.8340509665655,0.015,0.326,1.80541619317903e-14
"TMSB10",5.55402359084691e-19,-0.369172105086449,1,1,1.87137270869996e-14
"N4BP3",6.34217022152204e-19,4.76057320381119,0.101,0.004,2.13693083443964e-14
"CLEC7A",6.37757750333975e-19,-7.76291639436264,0,0.305,2.1488609639753e-14
"POLD4",6.71443310186825e-19,1.01141077342098,0.804,0.561,2.26236108934349e-14
"NINJ1",7.55961959142729e-19,-4.72413696572688,0.025,0.335,2.54713822513551e-14
"CALM1",8.35607232367515e-19,-0.874640670318607,0.854,0.948,2.8154950087391e-14
"SAT1",9.80957357106111e-19,-1.98083184150522,0.764,0.832,3.30523771903333e-14
"PYCARD",1.16021036504649e-18,-2.16133524651086,0.266,0.549,3.90921280398763e-14
"PARP15",1.25035337785164e-18,1.8098075526773,0.397,0.145,4.21294067133331e-14
"TNFAIP3",1.32556347655011e-18,-2.00878131247732,0.291,0.595,4.46635357788794e-14
"TKT",1.33507784211674e-18,-2.09833135842732,0.322,0.594,4.49841128122816e-14
"EIF2AK3",1.37723920592567e-18,2.38621752142014,0.281,0.074,4.64046978044595e-14
"TBXAS1",1.49359895742567e-18,-4.69891039402039,0.025,0.333,5.03253232715006e-14
"ELOVL5",1.94134549492001e-18,1.36471189678671,0.598,0.33,6.54116951058349e-14
"RRAS2",2.27906332694748e-18,1.95218767544246,0.307,0.086,7.67907597381683e-14
"IGLC7",2.40070205145645e-18,9.05586133771429,0.075,0,8.08892549217737e-14
"IFNG-AS1",2.46417546427567e-18,2.76867302346849,0.166,0.023,8.30279280933045e-14
"TNFRSF1A",3.3452547918353e-18,-7.10394460888463,0,0.295,1.12715014956099e-13
"DAPP1",3.42305011408994e-18,1.79157912391742,0.417,0.169,1.15336250544147e-13
"SP140",3.52561089064796e-18,1.73209364191772,0.437,0.175,1.18791933349493e-13
"PPIB",4.68903372936694e-18,-0.624736441976488,0.638,0.862,1.5799230247729e-13
"LINC00861",4.71618814917746e-18,-3.87319789934842,0.03,0.337,1.58907243498385e-13
"ZNF860",4.8575404703291e-18,6.34205750791781,0.08,0.001,1.63669968607269e-13
"GPM6A",4.8575404703291e-18,6.15388152003606,0.08,0.001,1.63669968607269e-13
"TRAF4",4.93149525429887e-18,2.66245732912103,0.221,0.047,1.66161801098346e-13
"SLC11A1",5.3145000046187e-18,-4.62056039261359,0.02,0.322,1.79066763155623e-13
"CD63",5.61060634419974e-18,-2.25822367686946,0.156,0.483,1.89043770161466e-13
"IGKV1-39",6.47475512908716e-18,8.6904195921154,0.095,0.004,2.18160399319463e-13
"RPL29",6.88883726150411e-18,0.355263775386851,0.995,1,2.3211248268912e-13
"NT5E",6.89167081830233e-18,2.7404936732103,0.201,0.038,2.32207956551879e-13
"BCAS4",6.93233257302759e-18,2.09298314867405,0.251,0.059,2.33578013715592e-13
"CSF1R",7.58579385087967e-18,-7.86981153006612,0,0.29,2.5559573801154e-13
"PTGER2",7.58579385087967e-18,-7.30967543115662,0,0.29,2.5559573801154e-13
"COCH",7.93786861432549e-18,5.4958651104224,0.09,0.003,2.67458545091083e-13
"RPS21",8.10907096320034e-18,0.400977719720438,1,0.995,2.73227037034072e-13
"NCOA3",8.38373626545683e-18,1.72644796191209,0.467,0.214,2.82481609728303e-13
"P2RY10",9.03819901738918e-18,2.36118669013934,0.251,0.062,3.04533077691911e-13
"LINC00665",9.54076231312834e-18,3.47308292772848,0.121,0.01,3.21466445378546e-13
"KLF2",9.90992189727804e-18,0.784505670910157,0.965,0.9,3.33904908406886e-13
"RNF130",9.95711155091478e-18,-2.81589810911058,0.106,0.414,3.35494916596523e-13
"PILRA",1.07371501005135e-17,-6.01892275002379,0.01,0.301,3.61777535486702e-13
"ZNF10",1.2134797538012e-17,1.83216673237813,0.392,0.147,4.08869868245778e-13
"SLFN5",1.22753645321266e-17,-3.9983289829798,0.04,0.338,4.13606132545474e-13
"XBP1",1.3765053118946e-17,-1.98339197873608,0.161,0.492,4.63799699789768e-13
"ZFP36L1",1.38008617945573e-17,0.813737270880352,0.899,0.739,4.65006237305815e-13
"PSAP",1.40195433371286e-17,-2.37011458938127,0.593,0.741,4.72374493201211e-13
"CD302",1.47639920584029e-17,-5.85822258540777,0.005,0.294,4.97457948415826e-13
"IL7",1.57646376221034e-17,3.77078304604283,0.126,0.012,5.31173700039151e-13
"RPL11",1.64904122145449e-17,0.350838070441594,1,1,5.55627949156876e-13
"CLECL1",1.68159331595733e-17,4.02493106361206,0.126,0.012,5.66596051878664e-13
"CLEC12A",1.70894882105072e-17,-7.53377929806521,0,0.285,5.75813215764828e-13
"TIFA",1.73695630314198e-17,2.15452038233652,0.291,0.084,5.8525005678066e-13
"HLA-A",1.93180675682659e-17,-0.636070837974634,0.98,0.989,6.5090296864515e-13
"RIC3",1.97067640258084e-17,2.35857365356788,0.231,0.052,6.63999707085589e-13
"GUK1",1.99929798310894e-17,-1.21526423402205,0.432,0.719,6.73643462428726e-13
"KMO",2.45478193406557e-17,2.9178891978574,0.226,0.054,8.27114224864054e-13
"GNB2L1",2.54915317678871e-17,0.387587725872208,1,0.993,8.58911671387188e-13
"CAMK1D",2.64714838822278e-17,1.56220982218475,0.492,0.236,8.91930177927782e-13
"PDE4B",2.75274024090469e-17,2.09844755157723,0.367,0.14,9.27508296770426e-13
"GSTK1",3.24642224634092e-17,-1.11160754349161,0.487,0.759,1.09384951168211e-12
"SLC45A3",3.25975747823203e-17,7.17939964838519,0.07,0,1.0983426847155e-12
"CTD-2215E18.1",3.25975747823203e-17,7.3943256366068,0.07,0,1.0983426847155e-12
"HOPX",3.40752109949536e-17,-5.32777331038002,0.015,0.303,1.14813015926397e-12
"MAFB",4.00649457843433e-17,-8.1835801426237,0.005,0.286,1.34994828325766e-12
"SEC62",4.2823521817939e-17,1.18709393737568,0.688,0.483,1.44289574413364e-12
"LILRA2",5.13921950973924e-17,-5.46154948630201,0.01,0.293,1.73160862161154e-12
"LINC01272",5.25910325441163e-17,-6.9874760809449,0.005,0.285,1.77200225054146e-12
"STAG3",5.54776170620343e-17,3.5896861350893,0.151,0.021,1.86926282928818e-12
"TSPAN14",5.70355598864195e-17,-2.14395668977727,0.116,0.445,1.92175615481302e-12
"IGKV1D-39",6.32107753037912e-17,8.59074870847691,0.075,0.001,2.12982386308594e-12
"TYMP",7.28226575576034e-17,-3.0028358178858,0.161,0.441,2.45368662374589e-12
"IGHV3-21",8.04252066584741e-17,8.92064635075445,0.09,0.004,2.70984691315063e-12
"TMEM173",8.97407433344885e-17,-5.19020047314823,0.02,0.3,3.02372460591226e-12
"SSPN",9.03449617109609e-17,6.14965581474934,0.08,0.002,3.04408313988912e-12
"IGHV4-31",1.04870938132246e-16,7.71558432783005,0.085,0.003,3.53352138942791e-12
"ZDHHC19",1.05766139040703e-16,4.74928409015844,0.085,0.003,3.56368428883745e-12
"LINC01480",1.08076515055744e-16,4.74870439409131,0.08,0.002,3.64153009828823e-12
"PAWR",1.13122088425966e-16,4.35780324682807,0.09,0.004,3.81153564742449e-12
"PRF1",1.14216912566291e-16,-7.78992413789328,0.01,0.286,3.84842465200859e-12
"RPL10A",1.2500824276659e-16,0.407888787182792,1,0.979,4.21202773177749e-12
"LRRC16A",1.52585680742403e-16,3.72293295063708,0.121,0.012,5.14122192693452e-12
"FADS3",1.57033174481443e-16,3.46147135488818,0.131,0.015,5.29107578097774e-12
"PLEKHA2",1.99290857604298e-16,1.78325523353153,0.377,0.146,6.71490615611922e-12
"RPL37",2.02008279465999e-16,0.308854711871342,1,1,6.80646696832737e-12
"SEPT9",2.18769861268232e-16,-1.05516355742625,0.533,0.756,7.37123170557182e-12
"POLR2L",2.27325105506976e-16,-1.15536464825637,0.422,0.697,7.65949210495205e-12
"GLTSCR2",2.39836494967199e-16,0.586405327493727,0.93,0.794,8.0810508614248e-12
"CXXC5",2.42960747341043e-16,1.30317635723045,0.422,0.159,8.1863194209091e-12
"CCL5",2.57789410250017e-16,-6.83355636657736,0.015,0.288,8.68595638896408e-12
"COX5B",2.75224778673164e-16,-0.919154894114302,0.623,0.804,9.27342369261359e-12
"TNFAIP2",2.82556400376996e-16,-5.77822810527282,0.005,0.276,9.5204553543025e-12
"SYK",2.84348119913681e-16,1.19323301138644,0.563,0.282,9.58082555237158e-12
"CASP1",3.17385225565688e-16,-2.23714684512621,0.146,0.446,1.06939777902103e-11
"TPM3",3.2636323352943e-16,-0.792810680690709,0.774,0.879,1.09964827905406e-11
"E2F5",3.59339057995723e-16,4.41428251407868,0.101,0.007,1.21075702201079e-11
"ZFP36L2",3.72754101960241e-16,-0.796896402652549,0.869,0.968,1.25595767114484e-11
"PRAM1",4.12782620238177e-16,-7.20144618845246,0,0.265,1.39082976063051e-11
"SIGIRR",4.18651733024175e-16,-1.758946233464,0.221,0.529,1.41060514925165e-11
"CCDC191",4.31070844160714e-16,3.34478073150061,0.156,0.025,1.45245010231511e-11
"PKHD1L1",4.41798263429547e-16,6.79518844890306,0.065,0,1.48859506879952e-11
"RP11-876N24.2",4.41798263429547e-16,7.26800305171882,0.065,0,1.48859506879952e-11
"KCNG1",4.41798263429547e-16,8.07294559952177,0.065,0,1.48859506879952e-11
"MYL12B",4.60931885822194e-16,-0.939292043780527,0.668,0.832,1.5530638960893e-11
"COX6B1",4.97367761447339e-16,-0.838314667069246,0.719,0.858,1.67583093542067e-11
"CTSB",5.08705879469881e-16,-2.34034264732337,0.156,0.452,1.71403359028582e-11
"ARL4C",5.22274306515557e-16,-1.93691443654248,0.151,0.459,1.75975104837352e-11
"CAP1",5.4425784982086e-16,-0.997088464469755,0.623,0.777,1.8338223991864e-11
"AP2S1",5.49936587871891e-16,-1.70436602351879,0.312,0.569,1.85295633917555e-11
"NCF4",5.71463599767324e-16,1.91644738397133,0.342,0.124,1.92548945305602e-11
"CPPED1",5.76069743248101e-16,-4.32567686791452,0.02,0.293,1.94100939290015e-11
"IGHV4-39",6.14422549792669e-16,6.36428380018713,0.111,0.01,2.07023533927142e-11
"PLCG2",6.17680779568918e-16,1.74304264469731,0.397,0.164,2.08121361867951e-11
"EEF1B2",7.0720947513692e-16,0.467758775245722,0.99,0.965,2.38287160552634e-11
"RNASE6",7.3430234617969e-16,1.85789252136066,0.307,0.1,2.47415832521785e-11
"PIGB",7.93636682414708e-16,2.29235607019842,0.226,0.056,2.67407943772812e-11
"SETBP1",8.34456368959159e-16,2.65749585492876,0.196,0.042,2.81161728957099e-11
"ENO1",8.39166857780196e-16,-1.15510733145555,0.452,0.706,2.82748881060459e-11
"NCF2",9.30526903540945e-16,-3.70890577867914,0.06,0.336,3.13531734879086e-11
"RP11-175K6.1",9.63582505134576e-16,5.30787136233545,0.07,0.001,3.24669489280044e-11
"RPS10",1.02525424306185e-15,0.345091931145398,1,0.995,3.45449164657259e-11
"CHD7",1.09413019353828e-15,1.98575322821035,0.271,0.079,3.68656227410789e-11
"CDC42EP3",1.10841270491877e-15,-2.21235907629462,0.126,0.426,3.73468576795331e-11
"IGKV2-29",1.12644922819976e-15,6.3792412766083,0.075,0.002,3.79545802949626e-11
"RABEP2",1.18362407370655e-15,1.97400159377806,0.302,0.1,3.98810295394683e-11
"CD3G",1.25366352716884e-15,-4.0599908476398,0.03,0.301,4.22409388844269e-11
"PIK3C2B",1.29621806618059e-15,3.4684650034325,0.126,0.015,4.36747715218887e-11
"PRCD",1.31020259615096e-15,5.04366344210209,0.075,0.002,4.41459662747104e-11
"LSP1",1.31543039331547e-15,-0.838120541312387,0.819,0.92,4.43221116723715e-11
"BLVRA",1.31768559683268e-15,-3.61512690679445,0.03,0.305,4.43980984996805e-11
"CAPZB",1.3421399458301e-15,-0.86402090754436,0.643,0.8,4.52220633347994e-11
"MSN",1.37045430971493e-15,-1.17006527424038,0.472,0.719,4.6176087511535e-11
"FXYD5",1.42577422250611e-15,-0.654448795588537,0.854,0.926,4.8040036653121e-11
"VCAN",1.43436807839245e-15,-9.1383148780221,0,0.257,4.83295980333554e-11
"NDUFB2",1.43717078862981e-15,-1.23606324790693,0.417,0.69,4.84240325520928e-11
"MNDA",1.62765609262031e-15,-4.21970266964738,0.08,0.352,5.48422443847486e-11
"FPR1",1.65135882114397e-15,-6.00597296183363,0.005,0.264,5.5640884119625e-11
"TREML2",1.76192267667417e-15,4.77933485521181,0.101,0.008,5.93662226678595e-11
"ORAI2",1.8423013874358e-15,1.84713693649849,0.347,0.13,6.20745029482617e-11
"TCIRG1",2.32416504569858e-15,-1.73438761795687,0.256,0.535,7.83104170497678e-11
"ITGAX",2.38394954337171e-15,-3.93177499637236,0.015,0.28,8.03247959143664e-11
"FAM46C",2.62454841851631e-15,1.59020472086672,0.322,0.106,8.84315344134885e-11
"MYL12A",2.64703895230758e-15,-0.76505946316515,0.935,0.941,8.91893304590517e-11
"IFITM3",3.09929362256702e-15,-8.10625660625178,0,0.252,1.04427599318773e-10
"TRBC1",3.20379854676859e-15,-4.47116590763039,0.03,0.294,1.07948788234821e-10
"GBP2",3.47955679863001e-15,-3.14984311506253,0.03,0.3,1.1724018677304e-10
"STXBP2",3.58309650566686e-15,-2.11001495386078,0.296,0.547,1.20728853661939e-10
"RPL19",3.67428438273749e-15,0.285438469922469,1,1,1.23801337991957e-10
"TNFSF13B",3.90071398633867e-15,-4.27266110961861,0.02,0.282,1.31430657055695e-10
"RP11-430B1.2",3.97164733212897e-15,3.08175967470014,0.146,0.023,1.33820685208754e-10
"LILRA5",4.21075787040925e-15,-7.33997187751544,0,0.25,1.41877275685569e-10
"PNISR",4.3953436788889e-15,0.884517323561457,0.794,0.59,1.48096709916483e-10
"SH3BP1",4.40528771263891e-15,-1.86407832399375,0.166,0.462,1.48431764189655e-10
"PITPNC1",4.51738322792682e-15,-3.43580173915525,0.04,0.309,1.52208710481766e-10
"MAP7D1",4.52056940753745e-15,-2.8115916379242,0.055,0.333,1.52316065617567e-10
"TXK",4.71239270815802e-15,-4.98597322296698,0.02,0.276,1.58779359908676e-10
"MYO7B",5.06630025578073e-15,3.66177705595867,0.131,0.018,1.70703920818276e-10
"RAC1",5.53252489902168e-15,-1.35838609248166,0.457,0.665,1.86412893947636e-10
"RPL30",5.60698730038422e-15,0.303410221124177,1,1,1.88921830099146e-10
"RP11-148O21.2",5.97890587749046e-15,6.91471409499466,0.06,0,2.01453254636164e-10
"IGLV1-51",5.97890587749046e-15,11.8161081792646,0.06,0,2.01453254636164e-10
"C5AR1",6.09173297130086e-15,-5.77599224714561,0.005,0.256,2.05254850735011e-10
"CD99",6.1779901024594e-15,-1.57459386776838,0.442,0.659,2.08161198512267e-10
"MS4A6A",6.65602558577563e-15,-8.27374625576469,0,0.247,2.24268126087124e-10
"LILRB3",6.65602558577563e-15,-7.00778735433504,0,0.247,2.24268126087124e-10
"DUSP6",6.8572723293559e-15,-2.94709848337835,0.085,0.36,2.31048933865318e-10
"TC2N",6.87724339045993e-15,-3.24839710512069,0.045,0.315,2.31721838798157e-10
"IL2RB",6.98097988655424e-15,-5.27794439287812,0.015,0.269,2.35217136297558e-10
"SYVN1",7.48927270032904e-15,1.8652211736445,0.332,0.125,2.52343554364887e-10
"METTL7A",7.58989658283146e-15,1.87047620276521,0.327,0.12,2.55733975461923e-10
"FAU",7.62003210504298e-15,0.304140678896344,1,0.999,2.56749361747318e-10
"PPP3CC",8.50025960424866e-15,1.23430236391076,0.553,0.294,2.86407747105554e-10
"PECAM1",8.73637113199252e-15,-2.44677823160916,0.156,0.431,2.94363288921356e-10
"FOSL2",8.99366602980827e-15,-6.0166402255614,0.005,0.252,3.0303258320836e-10
"PSME2",9.36500194446567e-15,-1.17231563982784,0.452,0.697,3.15544375516826e-10
"RPS18",1.01421008458916e-14,0.378509011427411,1,0.992,3.41727945901472e-10
"ZNF331",1.05364407031429e-14,1.35174079205842,0.503,0.252,3.55014833051698e-10
"RPL5",1.08529942958878e-14,0.350086325136474,1,0.989,3.65680789805645e-10
"GNAI2",1.09229197039357e-14,-1.57402702412228,0.357,0.593,3.68036856504409e-10
"NFKBIA",1.10928724058729e-14,-0.976381360196899,0.879,0.908,3.73763242843481e-10
"SCN3A",1.14339990008356e-14,6.35501170041148,0.065,0.001,3.85257162334156e-10
"TEX9",1.15425514581356e-14,6.08440589365461,0.065,0.001,3.88914728830419e-10
"AP001059.6",1.15425514581356e-14,6.33690337228964,0.065,0.001,3.88914728830419e-10
"IGKV2-30",1.1762707508459e-14,9.41368266150672,0.065,0.001,3.96332666790017e-10
"COL4A3",1.19869942299498e-14,5.76409621146565,0.065,0.001,4.0388978358393e-10
