"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MZT2A",0.124964797899729,0.192432595535997,0.417,0.361,1
"CYP20A1",0.124983886009553,-0.290146633782308,0.163,0.206,1
"LINC00957",0.125008099788794,0.640330205146932,0.04,0.023,1
"DUSP7",0.125181797900473,-0.634924016140874,0.02,0.04,1
"SPRYD3",0.125439462249026,0.604081680369364,0.091,0.065,1
"ENPP4",0.125516271984496,0.579652025912994,0.056,0.035,1
"CAMSAP1",0.12554930264378,-1.19516926059475,0.012,0.029,1
"SPECC1",0.125583680108461,-0.656038892184566,0.028,0.051,1
"SPECC1L",0.125626766160704,0.760082768067369,0.04,0.023,1
"ACADSB",0.125643587553457,0.674856351476723,0.056,0.035,1
"NR3C1",0.125648102735356,0.176392787561248,0.321,0.268,1
"NREP",0.12570426691428,-1.34048744707089,0.012,0.029,1
"NOMO1",0.12570426691428,-1.18175574559602,0.012,0.029,1
"PCYT2",0.125730743220886,-0.778557678397011,0.044,0.07,1
"HIF1AN",0.125820011288629,0.437635116962283,0.063,0.041,1
"PCMT1",0.125837712344853,-0.285467682420493,0.286,0.333,1
"HARS2",0.126026138057857,0.636713896733564,0.056,0.035,1
"EIF2S2",0.126026467920246,-0.252971764242588,0.365,0.413,1
"AP001059.6",0.126359211783603,-2.36050202456481,0.004,0.017,1
"MTMR3",0.126463230292713,0.584350470115754,0.071,0.048,1
"LUC7L3",0.126710079079349,-0.253270106640389,0.325,0.378,1
"ZMYM6",0.126829498844539,-0.837391409335317,0.032,0.055,1
"AC074117.10",0.126870117513651,-0.499646954560605,0.052,0.08,1
"TNFRSF25",0.126940557337683,0.265384559434644,0.179,0.139,1
"MTURN",0.126983364579371,-1.92409674222838,0.004,0.017,1
"GPR141",0.126983364579371,-1.64023691552326,0.004,0.017,1
"NME8",0.126983364579371,-1.76826378915522,0.004,0.017,1
"C16orf54",0.127020631888278,0.338452458547607,0.262,0.22,1
"MED17",0.127037785549633,0.537788290926186,0.131,0.1,1
"PTP4A3",0.12733989842231,-0.469139618845605,0.056,0.085,1
"TMEM86B",0.127400797661944,-1.68421002747521,0.004,0.017,1
"JAKMIP1",0.127423283065568,1.0611484639979,0.044,0.026,1
"HOXB2",0.127568687594273,0.408495718126365,0.127,0.094,1
"TP53BP1",0.127575630769056,0.544493311272476,0.071,0.048,1
"SDHD",0.127641466625094,-0.339543087644975,0.294,0.334,1
"WDR60",0.127694533960171,-0.276809197354173,0.028,0.051,1
"CD28",0.12774705288582,0.482252746000137,0.099,0.071,1
"RAB27B",0.127747253989627,-1.78610026500269,0.008,0.023,1
"TPK1",0.127748737679227,0.509322128220626,0.091,0.064,1
"RP11-820I16.4",0.127819297530627,-1.64823181171249,0.004,0.017,1
"RNF4",0.127951084244669,0.330085931210707,0.159,0.123,1
"TMEM63B",0.128046649846269,-0.865955643506428,0.012,0.029,1
"IQGAP2",0.12814824578336,-0.266136636773545,0.155,0.203,1
"RUNDC1",0.128285752752666,-0.468776337661479,0.028,0.051,1
"RALGAPA2",0.128329431152265,0.671128001011196,0.06,0.038,1
"MYO19",0.128336912608533,0.499482435809881,0.067,0.044,1
"WHSC1L1",0.12855539647399,0.157244404241327,0.373,0.321,1
"DCP1B",0.128604212818234,0.912571702886581,0.044,0.026,1
"ANXA11",0.128709205550661,0.107651760231191,0.619,0.544,1
"DCAF8",0.128828202551514,0.475402505231675,0.135,0.103,1
"TMEM209",0.128836853366106,0.627381155193572,0.079,0.055,1
"WDR5",0.128946603451256,0.778346177517731,0.075,0.052,1
"GAR1",0.129078564031552,0.363248856928537,0.103,0.074,1
"HAL",0.129081213344341,-1.17451542347351,0.004,0.017,1
"MIR222HG",0.129292470373068,-0.950616897154955,0.004,0.017,1
"TPRN",0.129292470373068,-0.981512549051502,0.004,0.017,1
"MTERF2",0.129318720735152,1.01301190594578,0.036,0.02,1
"TOPBP1",0.129450500115562,-0.820153934361515,0.036,0.059,1
