"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RHOU",0.0011168685979759,-4.03891293888628,0,0.026,1
"FBLN7",0.0011168685979759,-4.24548199501029,0,0.026,1
"EPHA1-AS1",0.0011168685979759,-4.07917255876832,0,0.026,1
"DGAT2",0.0011168685979759,-4.39899491401463,0,0.026,1
"B3GNT8",0.0011168685979759,-4.2135680869762,0,0.026,1
"C7orf50",0.00111736930917521,-0.229355039989649,0.192,0.3,1
"C19orf52",0.0011195001597358,1.34764320205363,0.1,0.054,1
"CCAR2",0.00113310709095942,0.923223150178314,0.187,0.129,1
"OAS3",0.00113388195751631,-1.00539880167922,0.027,0.074,1
"ATP5B",0.00113418079767425,0.337833239732369,0.653,0.664,1
"C6orf25",0.00113480525284307,3.34378846456791,0.02,0.003,1
"LAIR2",0.00113863155719773,3.2939515249595,0.02,0.003,1
"GRPEL2",0.00114200674756661,-2.37650604082227,0.007,0.041,1
"PZP",0.0011424697844323,3.12068024742409,0.02,0.003,1
"B3GNT2",0.00114356591722833,-0.380478060816027,0.11,0.189,1
"WASF2",0.00114525471088606,-0.324014453728069,0.397,0.523,1
"PGAM1",0.00114844303660343,0.404767005340835,0.569,0.56,1
"C18orf32",0.00115106120532556,-0.186965810255022,0.229,0.355,1
"RP11-231C14.7",0.00115540549690584,-1.57502137654,0.04,0.09,1
"PI4KA",0.00116111021702031,-0.397006838256731,0.097,0.173,1
"CPM",0.00116754292093104,-1.92518800696042,0.007,0.041,1
"POLR2F",0.00117154433559541,0.788607100828528,0.319,0.279,1
"ABHD6",0.00117915115344284,-1.39547681043982,0.017,0.058,1
"VAMP3",0.00118240889582389,-0.236458544116285,0.16,0.261,1
"CD9",0.00119267337326051,-3.15703909012509,0.005,0.036,1
"HIVEP2",0.00119478465727915,-1.1568110425981,0.03,0.077,1
"TRBV19",0.00120746302665222,-6.34508118623826,0.002,0.031,1
"CREB3L4",0.00121164119234219,1.98187899655588,0.05,0.019,1
"B4GALT4",0.00121450584609383,1.37654992006906,0.117,0.069,1
"SUPT16H",0.00121499702047573,1.03100690039618,0.224,0.171,1
"MTR",0.00121677625005607,-0.536685066839141,0.08,0.149,1
"SMAD5",0.00122247722355897,1.44085192881039,0.097,0.053,1
"OSBPL1A",0.00122430079344274,-3.48279277779551,0.002,0.031,1
"ZSWIM7",0.00123609390554956,-0.35115154306724,0.127,0.213,1
"MACROD2",0.00123646025291788,-3.43683471836196,0.002,0.031,1
"C19orf25",0.00123666142869324,0.953965749822041,0.242,0.188,1
"NDST1",0.00123687474145217,-2.31981329958677,0.005,0.036,1
"ACRBP",0.00123687474145217,-2.00267838041733,0.005,0.036,1
"UAP1L1",0.00123775804131805,-2.25207497914837,0.01,0.045,1
"AC253572.1",0.00123851991337943,-1.07168378784695,0.025,0.07,1
"LBH",0.00123958796079866,0.257323262002373,0.551,0.467,1
"B3GAT3",0.0012414185237237,0.895980459608546,0.282,0.233,1
"GTF2H3",0.00124883971904464,-0.753787744517395,0.04,0.092,1
"HMGN1",0.00125017217255683,0.364288942206821,0.611,0.612,1
"EPB41L4A-AS1",0.00125924535332534,-0.393146405658153,0.19,0.284,1
"MEI1",0.00126160956687038,0.955429586943017,0.187,0.13,1
"NAF1",0.00126893785154912,-0.717702034610041,0.052,0.11,1
"SRGAP2C",0.00127946277924082,-0.724964742768952,0.032,0.081,1
"SIGMAR1",0.00128114145403238,-0.343087753319956,0.072,0.139,1
"AC022182.1",0.0012856071154989,-2.22406045740049,0.012,0.049,1
"PFDN1",0.00128764926729967,0.947453460864049,0.264,0.214,1
"MAFG",0.00129876999875998,-1.13143734262434,0.015,0.054,1
"C9orf91",0.00130174405150446,-1.29435473074375,0.025,0.069,1
"LOXL3",0.00130601972553058,-1.57623619739431,0.005,0.036,1
"TMEM107",0.00131311213103385,-0.575131194758786,0.192,0.289,1
"LINC00152",0.00131346630028904,0.848464108855494,0.237,0.176,1
"SMS",0.00131999012793439,-0.330797279147758,0.185,0.282,1
"C16orf91",0.0013278574397162,1.24407240819068,0.13,0.079,1
"PPP1R2",0.00132853145249801,-0.271810097643847,0.362,0.507,1
"ERF",0.00133027934466952,-1.60705835221929,0.01,0.045,1
"BUD31",0.00133263747787043,0.640932458321523,0.401,0.367,1
"NANS",0.00134739233215332,-0.182359957976271,0.147,0.241,1
"ERICH1",0.00134807110086465,-0.233232774370494,0.2,0.309,1
"PHPT1",0.00135196459203625,0.97160797632471,0.314,0.27,1
"INAFM1",0.00135384607466681,-1.44384487350274,0.01,0.045,1
"PRDX3",0.0013557420564879,-0.253634308681273,0.157,0.256,1
"ZNF720",0.00136727696100516,1.20119062682927,0.132,0.081,1
"GEMIN7",0.00137521546742182,1.18138473357143,0.162,0.109,1
"KARS",0.00137609626017817,0.846294761934907,0.274,0.222,1
"PYURF",0.00137805835838802,0.561233690211373,0.456,0.442,1
"BBC3",0.00138263161633206,1.31765403061638,0.182,0.131,1
