"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GRK6",3.78910137606718e-11,-1.12730614920531,0.272,0.431,1.27669981765208e-06
"MAP3K1",3.82035948032001e-11,1.25068660927665,0.297,0.151,1.28723192329902e-06
"GIMAP7",3.85206560045405e-11,-1.06538082375156,0.38,0.524,1.29791498341699e-06
"HAUS4",3.85406274742722e-11,1.70249269886477,0.128,0.034,1.29858790211813e-06
"GET4",3.9118303991393e-11,3.61997119098201,0.058,0.004,1.318052134686e-06
"GSR",4.00368468542858e-11,1.67018381708158,0.154,0.048,1.34900151790831e-06
"FCER2",4.02512519942164e-11,-3.60156575296605,0.018,0.136,1.35622568469313e-06
"SYNGR2",4.03566743290103e-11,0.910496740378635,0.484,0.307,1.35977778484167e-06
"MYL6",4.09781633699353e-11,0.274973941597894,0.987,0.938,1.3807182365866e-06
"CXCL2",4.17416630933312e-11,2.34986983120241,0.098,0.02,1.4064435962667e-06
"RLIM",4.31975300695627e-11,1.79862675107765,0.126,0.033,1.45549757816385e-06
"VNN3",4.37325566910848e-11,7.13328361470879,0.043,0,1.47352476514941e-06
"MPP7",4.39054038909705e-11,1.89093078619231,0.116,0.028,1.47934867870236e-06
"EIF4A3",4.49972264819042e-11,1.25024438796833,0.327,0.17,1.51613654908128e-06
"ROMO1",4.95955909803502e-11,0.796973970196264,0.534,0.346,1.67107384249192e-06
"PBXIP1",4.96154119933186e-11,-1.55496249028434,0.123,0.283,1.67174169170288e-06
"VPREB3",5.03616189273379e-11,-4.77670086695213,0.013,0.125,1.69688438813772e-06
"REEP4",5.07497572820066e-11,1.73524271091811,0.154,0.049,1.70996232185993e-06
"OAF",5.59361965274263e-11,2.8523282276704,0.091,0.017,1.8847142057951e-06
"LINC00877",5.68275489808087e-11,1.64125951368922,0.219,0.093,1.91474743535937e-06
"FAM107B",5.75104648545201e-11,-1.28695981390944,0.184,0.344,1.9377576028082e-06
"ATP5C1",5.85089096149143e-11,0.57309060294284,0.63,0.437,1.97139920056492e-06
"FAM65A",5.85223512002316e-11,1.8302869415943,0.144,0.044,1.9718521013406e-06
"RP11-707G18.1",5.89010994249536e-11,1.44125365634105,0.181,0.065,1.98461364402439e-06
"MAL",5.99535973788352e-11,-2.71638930195296,0.03,0.156,2.02007651008247e-06
"MAPK14",6.23131920149728e-11,1.25066581860866,0.244,0.105,2.09958069175249e-06
"EPHX1",6.48937919076935e-11,3.47606291064182,0.063,0.006,2.18653142453783e-06
"NISCH",6.57882838030692e-11,1.52862871039567,0.151,0.047,2.21667043446061e-06
"SERTAD2",6.62400613840045e-11,1.46046390843766,0.209,0.084,2.23189262827265e-06
"MAP1LC3B",6.62627815904906e-11,0.883684327396857,0.599,0.444,2.23265816290999e-06
"EDEM3",6.81173889299169e-11,1.70970777958316,0.141,0.042,2.29514730260462e-06
"SCARB1",6.8216241082382e-11,3.33479807074418,0.063,0.006,2.29847802702978e-06
"MKL1",7.06716693313675e-11,1.51722706090394,0.166,0.056,2.3812112264511e-06
"TNFRSF13C",7.15489909495788e-11,-4.0988948042962,0.02,0.136,2.41077170105511e-06
"DNAJA1",7.19451371284589e-11,0.838455844751792,0.549,0.384,2.42411945040629e-06
"MAN2C1",7.31966216149792e-11,1.38444758286178,0.204,0.08,2.46628696869511e-06
"HCFC1",7.45051514976164e-11,1.35132033077039,0.191,0.071,2.51037657456069e-06
"RBKS",7.61983650681305e-11,2.0715966630859,0.106,0.024,2.56742771260559e-06
"ACTR2",7.88407510524954e-11,0.609248802963701,0.715,0.544,2.65646026596278e-06
"ARHGAP31",8.17888525318916e-11,2.50344047632779,0.088,0.016,2.75579359720956e-06
"GZF1",8.60935675152574e-11,2.08685038569699,0.106,0.024,2.90083666385908e-06
"TMIGD2",8.6483247022904e-11,-5.11706119909707,0.005,0.109,2.91396652518973e-06
"EEF1B2",8.82469857599533e-11,-0.428390491791983,0.904,0.955,2.97339393819587e-06
"SLX1B",8.85520718892916e-11,3.97992084776805,0.053,0.003,2.98367351023779e-06
"TBC1D2",9.04913300983205e-11,2.39471770419938,0.101,0.022,3.04901487633281e-06
